timestamp_utc,market_id,token_id,price,midpoint,best_bid,best_ask,spread,volume,open_interest,source
2024-01-05T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.5,0.5,,,,,,data/thesis.db:polymarket_prices
2024-01-06T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.405,0.405,,,,,,data/thesis.db:polymarket_prices
2024-01-07T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.405,0.405,,,,,,data/thesis.db:polymarket_prices
2024-01-08T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.475,0.475,,,,,,data/thesis.db:polymarket_prices
2024-01-09T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.465,0.465,,,,,,data/thesis.db:polymarket_prices
2024-01-10T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.455,0.455,,,,,,data/thesis.db:polymarket_prices
2024-01-11T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.465,0.465,,,,,,data/thesis.db:polymarket_prices
2024-01-12T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.475,0.475,,,,,,data/thesis.db:polymarket_prices
2024-01-13T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.485,0.485,,,,,,data/thesis.db:polymarket_prices
2024-01-14T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.485,0.485,,,,,,data/thesis.db:polymarket_prices
2024-01-15T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.475,0.475,,,,,,data/thesis.db:polymarket_prices
2024-01-16T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.475,0.475,,,,,,data/thesis.db:polymarket_prices
2024-01-17T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.485,0.485,,,,,,data/thesis.db:polymarket_prices
2024-01-18T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.485,0.485,,,,,,data/thesis.db:polymarket_prices
2024-01-19T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.485,0.485,,,,,,data/thesis.db:polymarket_prices
2024-01-20T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.485,0.485,,,,,,data/thesis.db:polymarket_prices
2024-01-21T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.485,0.485,,,,,,data/thesis.db:polymarket_prices
2024-01-22T00:00:02Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.485,0.485,,,,,,data/thesis.db:polymarket_prices
2024-01-23T00:00:03Z,polymarket_2024_us_presidential_replay,21742633143463906290569050155826241533067272736897614950488156847949938836455,0.545,0.545,,,,,,data/thesis.db:polymarket_prices
