date,polymarket_observed_at_utc,polymarket_event_slug,polymarket_market_slug,polymarket_market_id,polymarket_condition_id,target_outcome,target_token_id,outcome_value,poll_trump_share,poll_harris_share,poll_margin_trump_minus_harris_points,poll_error_mae_points,poll_error_sigma_points,poll_transform_name,poll_derived_probability,polymarket_probability,polymarket_brier,poll_derived_brier,loss_advantage,lower_loss_source,poll_average_source_url,poll_error_source_url,outcome_source_url,polymarket_source_url,price_history_source_url,allowed_interpretation,limitation
2024-07-24,2024-07-24T23:00:01Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.440377,0.44871049999999996,-0.8333499999999938,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.43054838792600897,0.375,0.390625,0.3242751384936671,-0.06634986150633287,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-07-25,2024-07-25T23:00:02Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.442427,0.4463285000000001,-0.39015000000000577,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.46735530515816986,0.355,0.41602500000000003,0.2837103709431464,-0.13231462905685365,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-07-26,2024-07-26T23:00:02Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.4392505,0.44150550000000005,-0.22550000000000625,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.4811178766306862,0.375,0.390625,0.2692386579522477,-0.12138634204775228,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-07-27,2024-07-27T23:00:02Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.4391775,0.44216750000000005,-0.2990000000000048,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.47497048105438017,0.355,0.41602500000000003,0.2756559957642689,-0.14036900423573112,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-07-28,2024-07-28T23:00:02Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.4407805,0.442969,-0.2188499999999982,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.4816743130920403,0.355,0.41602500000000003,0.26866151770860836,-0.14736348229139168,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-07-29,2024-07-29T23:00:02Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.4397495,0.444071,-0.4321499999999978,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.46385024003469455,0.355,0.41602500000000003,0.28745656511085466,-0.12856843488914538,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-07-30,2024-07-30T23:00:02Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.436301,0.4454535,-0.9152500000000008,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.42380268312024005,0.375,0.390625,0.3320033479794345,-0.05862165202056552,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-07-31,2024-07-31T23:00:02Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.43505099999999997,0.44717599999999996,-1.2124999999999997,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.39952060020622415,0.375,0.390625,0.36057550957669326,-0.030049490423306735,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-08-01,2024-08-01T23:00:01Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.43658050000000004,0.448696,-1.2115499999999946,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.3995976420615563,0.295,0.4970250000000001,0.360482991418043,-0.13654200858195709,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
2024-08-02,2024-08-02T23:00:01Z,presidential-election-popular-vote-winner-2024,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Yes,42699080635179861375280720242213672850141860123562672932351602811041149946128,1.0,0.435577,0.4503665,-1.478950000000001,3.8,4.7625937217989005,normal_margin_error_from_538_mae,0.3780772369056967,0.275,0.525625,0.3867879232548529,-0.13883707674514711,poll_derived,https://raw.githubusercontent.com/fivethirtyeight/data/master/polls/2024-averages/presidential_general_averages_2024-09-12_uncorrected.csv,https://abcnews.com/538/538s-final-forecasts-2024-election/story?id=115511051,https://www.presidency.ucsb.edu/statistics/elections/2024,https://polymarket.com/event/presidential-election-popular-vote-winner-2024,https://clob.polymarket.com/prices-history,Daily comparison for one resolved popular-vote outcome using a documented poll-margin probability transform.,Repeated daily rows for one outcome; the poll transform is model-dependent and not an official 538 popular-vote forecast.
